"filename", "language", "Python", "Markdown", "JSON", "CSS", "HTML", "Shell Script", "Less", "XML", "JavaScript", "YAML", "Properties", "PHP", "comment", "blank", "total"
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/template/template.css", "CSS", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/template/template.html", "HTML", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/template/template.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 7, 1, 53
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/video/video.css", "CSS", 0, 0, 0, 574, 0, 0, 0, 0, 0, 0, 0, 0, 3, 58, 635
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/video/video.html", "HTML", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 3, 3, 86
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/video/video.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 626, 0, 0, 0, 81, 85, 792
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/webapp/webapp.html", "HTML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/wordimage/tangram.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 675, 0, 0, 0, 663, 158, 1496
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/wordimage/wordimage.html", "HTML", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 5, 111
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/dialogs/wordimage/wordimage.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 17, 15, 157
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/index.html", "HTML", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 2, 13, 175
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/lang/en/en.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 669, 0, 0, 0, 8, 8, 685
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/lang/zh-cn/zh-cn.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 652, 0, 0, 0, 8, 10, 670
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/Uploader.class.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 78, 42, 372
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/action_crawler.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 3, 44
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/action_list.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 23, 8, 92
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/action_upload.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 20, 5, 67
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/config.json", "JSON", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 94
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/php/controller.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 10, 7, 59
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/themes/default/css/ueditor.css", "CSS", 0, 0, 0, 1538, 0, 0, 0, 0, 0, 0, 0, 0, 77, 288, 1903
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/themes/default/css/ueditor.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 8
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/themes/default/dialogbase.css", "CSS", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 100
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/themes/iframe.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/SyntaxHighlighter/shCore.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 2470, 0, 0, 0, 688, 498, 3656
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/SyntaxHighlighter/shCoreDefault.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/codemirror/codemirror.css", "CSS", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 105
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/codemirror/codemirror.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 3289, 0, 0, 0, 173, 120, 3582
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/highcharts/adapters/mootools-adapter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 8, 1, 14
"/Users/fairy/work/bistu/Semitic/static/lib/ueditor/third-party/highcharts/adapters/mootools-adapter.src.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 92, 44, 314
